data;godzina;temperatura;cisnienie;predkosc_wiatru;kierunek_wiatru
2017-05-21;07:00:00+00;7;934.9;2.9;113.2
2017-05-21;08:00:00+00;7.3;935.2;2;104.8
2017-05-21;09:00:00+00;7.6;935.4;2.4;106.1
2017-05-21;10:00:00+00;7.9;935.5;2.1;97.9
2017-05-21;11:00:00+00;8.6;935;2.2;105.6
2017-05-21;12:00:00+00;9.7;934.2;1.9;103.6
2017-05-21;13:00:00+00;11.5;933;2.3;97.8
2017-05-21;14:00:00+00;13;931.9;2.6;102.5
2017-05-21;15:00:00+00;13.6;931.1;3.4;113.1
2017-05-21;16:00:00+00;13.7;931.1;3.2;108.9
2017-05-21;17:00:00+00;13.6;930.9;3;121.7
2017-05-21;18:00:00+00;12.8;931.8;1.8;131.7
2017-05-21;19:00:00+00;12.5;932.4;1.3;162.5
2017-05-21;20:00:00+00;12.3;932.7;1.4;158.7
2017-05-21;21:00:00+00;11.9;933.1;1.3;173.9
2017-05-21;22:00:00+00;11.6;933;1.3;182.7
2017-05-21;23:00:00+00;11;933;1.2;183.7
2017-05-22;00:00:00+00;10.2;933.2;1.1;186.2
2017-05-22;01:00:00+00;9.9;933.2;1.1;175.9
2017-05-22;02:00:00+00;9.4;933.4;0.7;185.2
2017-05-22;03:00:00+00;9;933.3;0.7;214.6
2017-05-22;04:00:00+00;9.2;933.1;1.1;202.4
2017-05-22;05:00:00+00;9.5;933;0.8;161
2017-05-22;06:00:00+00;9.1;932.7;1;136
2017-05-22;07:00:00+00;9.4;932.7;1.4;129.7
2017-05-22;08:00:00+00;10.4;932.3;1.4;128.4
2017-05-22;09:00:00+00;12.1;931;2.2;118.2
2017-05-22;10:00:00+00;13.2;930.1;2.5;125.1
2017-05-22;11:00:00+00;14;929.3;2;134.7
2017-05-22;12:00:00+00;15.2;928.6;1.7;142.6
2017-05-22;13:00:00+00;17.1;927.2;1.4;157.6
2017-05-22;14:00:00+00;16.9;926.4;1.6;171.3
2017-05-22;15:00:00+00;16.7;926.8;1.3;177.6
2017-05-22;16:00:00+00;16.9;926.6;1.1;174.6
2017-05-22;17:00:00+00;17.3;926.3;1;170.3
2017-05-22;18:00:00+00;16.3;926.1;1.1;191
2017-05-22;19:00:00+00;13.9;927.6;0.9;216.4
2017-05-22;20:00:00+00;13.4;929.4;1.4;245.2
2017-05-22;21:00:00+00;13.3;929.8;1.3;244.5
2017-05-22;22:00:00+00;13.1;929.8;1.2;240.8
2017-05-22;23:00:00+00;13;929.9;0.8;259.3
2017-05-23;00:00:00+00;12.7;929.7;1.6;246.4
2017-05-23;01:00:00+00;12.8;929.7;0.8;246.5
2017-05-23;02:00:00+00;12.7;929.5;1.2;289.2
2017-05-23;03:00:00+00;12.5;929.3;0.7;249.4
2017-05-23;04:00:00+00;12.5;929.5;0.2;210.3
2017-05-23;05:00:00+00;12.7;929.5;0.7;315.3
2017-05-23;06:00:00+00;15;927.8;0.5;4.9
2017-05-23;07:00:00+00;16.1;925.5;1.7;353.6
2017-05-23;08:00:00+00;16.9;924.7;1.5;15.6
2017-05-23;09:00:00+00;16.1;925.2;1.2;93.2
2017-05-23;10:00:00+00;16.5;925.8;1.5;116.1
2017-05-23;11:00:00+00;15.7;926.4;1.5;6.2
2017-05-23;12:00:00+00;15.6;926.4;1.3;340.4
2017-05-23;13:00:00+00;16.7;925.5;1.8;349.8
2017-05-23;14:00:00+00;18.3;923.8;1.8;29
2017-05-23;15:00:00+00;17.5;923.7;2.1;352.2
2017-05-23;16:00:00+00;16.3;924.4;1.9;11.4
2017-05-23;17:00:00+00;15.7;925.5;1.4;300.4
2017-05-23;18:00:00+00;15.2;925.6;1.5;242.6
2017-05-23;19:00:00+00;14;926.5;1.6;279.6
2017-05-23;20:00:00+00;14.2;927.6;1.6;315.9
2017-05-23;21:00:00+00;14.1;927.6;1.7;327.8
2017-05-23;22:00:00+00;13.5;927.6;1.9;317.8
2017-05-23;23:00:00+00;13.1;927.5;1.9;301.9
2017-05-24;00:00:00+00;12.9;927.4;1.9;279.5
2017-05-24;01:00:00+00;12.4;927.3;2;306.6
2017-05-24;02:00:00+00;12;927.2;2.5;318.6
2017-05-24;03:00:00+00;11.4;927.2;2.5;311.5
2017-05-24;04:00:00+00;11.3;927.5;2.3;350.1
2017-05-24;05:00:00+00;11.1;927.6;1.8;80.9
2017-05-24;06:00:00+00;10.7;927.4;1.2;108.5
2017-05-24;07:00:00+00;10.3;927.8;1;97.3
2017-05-24;08:00:00+00;10.6;927.7;0.8;354.1
2017-05-24;09:00:00+00;10.9;927.4;0.6;344.5
2017-05-24;10:00:00+00;11.5;926.3;1.4;67.4
2017-05-24;11:00:00+00;9.1;927.1;2.7;121.9
2017-05-24;12:00:00+00;8.4;928.2;2.9;109.9
2017-05-24;13:00:00+00;8.5;928.5;2.4;99.4
2017-05-24;14:00:00+00;8.5;928.5;2.6;110
2017-05-24;15:00:00+00;8.5;928.7;2.5;112.9
2017-05-24;16:00:00+00;8.6;928.8;2.6;112.8
2017-05-24;17:00:00+00;8.6;929.2;3.1;112.1
2017-05-24;18:00:00+00;8.2;929.6;3.2;116.8
2017-05-24;19:00:00+00;7.4;930.3;2.9;115.1
2017-05-24;20:00:00+00;6.9;931.1;2.2;115.8
2017-05-24;21:00:00+00;6.5;931;2.4;110.4
2017-05-24;22:00:00+00;6.4;930.7;2.6;110.4
2017-05-24;23:00:00+00;6.1;930.7;3;113
2017-05-25;00:00:00+00;5.9;930.7;2.8;112.6
2017-05-25;01:00:00+00;6.1;930.5;2.5;110.6
2017-05-25;02:00:00+00;6.2;930.2;2;108.5
2017-05-25;03:00:00+00;6.4;930;1.7;109.6
2017-05-25;04:00:00+00;6.6;930;1.8;115.2
2017-05-25;05:00:00+00;6.7;930.3;1.7;111.4
2017-05-25;06:00:00+00;6.9;930.6;2.1;116.5
2017-05-25;07:00:00+00;7.2;931.1;2.4;122.3
2017-05-25;08:00:00+00;7.4;931.3;2.9;121.5
2017-05-25;09:00:00+00;7.4;931.8;2.8;122.6
2017-05-25;10:00:00+00;7.4;932.2;2.6;127.8
2017-05-25;11:00:00+00;7.5;932.4;2.1;125.8
2017-05-25;12:00:00+00;7.8;932.5;1.7;128.9
2017-05-25;13:00:00+00;8.2;932.3;1.2;131.2
2017-05-25;14:00:00+00;9.4;931.6;2.3;124
2017-05-25;15:00:00+00;10.8;929.9;2.5;116.1
2017-05-25;16:00:00+00;11;929.7;2.1;116.8
2017-05-25;17:00:00+00;11.1;930;1.2;132.7
2017-05-25;18:00:00+00;10.6;930.2;0.9;159.5
2017-05-25;19:00:00+00;9.4;931.5;0.5;176.8
2017-05-25;20:00:00+00;8.7;932.8;0.5;196.3
2017-05-25;21:00:00+00;9;933;0.5;216.9
2017-05-25;22:00:00+00;8.5;933.1;0.6;210
2017-05-25;23:00:00+00;8.2;933.6;0.5;203.5
2017-05-26;00:00:00+00;8;933.7;0.4;215.7
2017-05-26;01:00:00+00;8.4;933.3;0.4;197.1
2017-05-26;02:00:00+00;8.6;932.7;0.4;204.3
2017-05-26;03:00:00+00;8.8;932.3;0.4;201.5
2017-05-26;04:00:00+00;8.7;932.2;0.2;181.1
2017-05-26;05:00:00+00;8.9;932.1;1.2;103
2017-05-26;06:00:00+00;8.9;931.8;0.8;112.6
2017-05-26;07:00:00+00;9.7;931;1.2;131.9
2017-05-26;08:00:00+00;10.7;930.5;1.8;121.2
2017-05-26;09:00:00+00;11.2;930;1.9;103.2
2017-05-26;10:00:00+00;11.6;929.8;1.9;101.9
2017-05-26;11:00:00+00;11.8;929.6;2.1;103
2017-05-26;12:00:00+00;12.7;929.3;2.4;114
2017-05-26;13:00:00+00;13.5;928.8;2.5;124.9
2017-05-26;14:00:00+00;14.1;928.2;2.7;125.1
2017-05-26;15:00:00+00;13.9;928.1;2.8;119.2
2017-05-26;16:00:00+00;14.1;928.1;2.5;115.4
2017-05-26;17:00:00+00;14.2;928.1;2.3;114.5
2017-05-26;18:00:00+00;13.1;928.1;1.5;136.4
2017-05-26;19:00:00+00;11.9;929.8;0.6;186.5
2017-05-26;20:00:00+00;11.6;931.1;0.6;194.1
2017-05-26;21:00:00+00;11.8;931.6;0.4;199.2
2017-05-26;22:00:00+00;10.8;931.7;0.8;174.7
2017-05-26;23:00:00+00;10.5;932.4;0.6;214.9
2017-05-27;00:00:00+00;10.7;932.7;0.5;213.3
2017-05-27;01:00:00+00;10.8;932.6;0.5;188.9
2017-05-27;02:00:00+00;10.3;932.9;0.6;187.8
2017-05-27;03:00:00+00;9.8;933.1;0.6;194.9
2017-05-27;04:00:00+00;9.7;933.5;0.7;177.4
2017-05-27;05:00:00+00;9.9;933.5;0.9;162.6
2017-05-27;06:00:00+00;11.6;932.2;1.2;174.9
2017-05-27;07:00:00+00;13.4;930.5;1.4;200.2
2017-05-27;08:00:00+00;13.9;929.7;1.4;184.3
2017-05-27;09:00:00+00;13.7;930.5;1.7;156.6
2017-05-27;10:00:00+00;14.6;931.1;1.7;171.8
2017-05-27;11:00:00+00;14.8;931.5;1.4;182.9
2017-05-27;12:00:00+00;15;931.5;1.6;159.1
2017-05-27;13:00:00+00;15.3;931.7;1.5;178.8
2017-05-27;14:00:00+00;16;931.3;1.6;204.3
2017-05-27;15:00:00+00;16.3;930.8;1.5;195.9
2017-05-27;16:00:00+00;16.7;930.6;1.6;172.5
2017-05-27;17:00:00+00;16.4;930.6;1.5;170.5
2017-05-27;18:00:00+00;15.5;931.2;0.8;173.2
2017-05-27;19:00:00+00;13.1;932.7;0.6;198.3
2017-05-27;20:00:00+00;11.4;935.5;0.6;175.1
2017-05-27;21:00:00+00;11.3;937;0.5;180
2017-05-27;22:00:00+00;10.9;937.4;0.5;177.2
2017-05-27;23:00:00+00;11;937.7;0.3;209
2017-05-28;00:00:00+00;10.8;937.7;0.6;257.2
2017-05-28;01:00:00+00;11.4;937.7;1.4;289.6
2017-05-28;02:00:00+00;11.6;937.4;1;290.5
2017-05-28;03:00:00+00;11.1;937.7;0.9;275
2017-05-28;04:00:00+00;10.8;937.9;0.6;267.7
2017-05-28;05:00:00+00;11.4;937.8;1.3;308.3
2017-05-28;06:00:00+00;13.4;935.8;1.3;330.9
2017-05-28;07:00:00+00;15.3;933.7;1.8;354.3
2017-05-28;08:00:00+00;16.6;932.2;1.2;71
2017-05-28;09:00:00+00;17.6;930.9;1.4;101.7
2017-05-28;10:00:00+00;18.4;930.6;1.7;85.6
2017-05-28;11:00:00+00;19.3;930.6;2;114.3
2017-05-28;12:00:00+00;19.6;930.4;2.5;120.1
2017-05-28;13:00:00+00;20;930.3;2.7;121.4
2017-05-28;14:00:00+00;20.4;929.7;2.5;120.9
2017-05-28;15:00:00+00;20.7;929.1;2.2;122.2
2017-05-28;16:00:00+00;20.9;928.4;2.1;116.8
2017-05-28;17:00:00+00;20.1;928.5;2.3;118.9
2017-05-28;18:00:00+00;19.6;928.8;1.1;119.1
2017-05-28;19:00:00+00;17.9;929.6;0.4;198.3
2017-05-28;20:00:00+00;17;932;0.7;283.7
2017-05-28;21:00:00+00;16.6;932.6;1.5;307.7
2017-05-28;22:00:00+00;15.5;932.5;1.9;313.4
2017-05-28;23:00:00+00;14.9;932.7;2.2;329
2017-05-29;00:00:00+00;14.4;932.3;2.2;332.9
2017-05-29;01:00:00+00;13.8;932.3;2.1;332.2
2017-05-29;02:00:00+00;13.5;932;2.6;330.1
2017-05-29;03:00:00+00;12.9;931.7;2.5;331.6
2017-05-29;04:00:00+00;13;931.4;2.4;335.9
2017-05-29;05:00:00+00;13.4;930.9;3.2;336.1
2017-05-29;06:00:00+00;14.5;929.5;3.7;341.8
2017-05-29;07:00:00+00;14.9;928.8;3.6;340.9
2017-05-29;08:00:00+00;16.7;927.7;3.2;352.4
2017-05-29;09:00:00+00;18.3;926.8;3.6;2.6
2017-05-29;10:00:00+00;19.4;925.8;3.2;348.4
2017-05-29;11:00:00+00;20.4;925.1;3.2;6.3
2017-05-29;12:00:00+00;21.4;924.3;2.8;18.4
2017-05-29;13:00:00+00;22.2;923.7;2.6;3.3
2017-05-29;14:00:00+00;23;922.9;2.3;45.5
2017-05-29;15:00:00+00;22.8;922.5;2.5;17.6
2017-05-29;16:00:00+00;22.8;921.8;2.2;65
2017-05-29;17:00:00+00;21.8;921.7;1.9;25.3
2017-05-29;18:00:00+00;20;922.9;1.9;352.1
2017-05-29;19:00:00+00;18.9;924.5;2;330.4
2017-05-29;20:00:00+00;18.3;925.7;2.7;314.7
2017-05-29;21:00:00+00;17.9;926.1;1.7;327.7
2017-05-29;22:00:00+00;17.6;925.9;1.9;321.6
2017-05-29;23:00:00+00;17.4;925.7;2.7;325.4
2017-05-30;00:00:00+00;17;925.6;2.4;312.5
2017-05-30;01:00:00+00;16;925.9;3.2;310.4
2017-05-30;02:00:00+00;16;925.9;2.9;318.8
2017-05-30;03:00:00+00;15.9;925.9;3.5;310.5
2017-05-30;04:00:00+00;16.2;926;3.1;314.4
2017-05-30;05:00:00+00;16.5;925.8;2.8;312
2017-05-30;06:00:00+00;17.4;925.1;2.6;315.5
2017-05-30;07:00:00+00;18.9;923.8;2.1;325.8
2017-05-30;08:00:00+00;20.4;922.4;1.9;342.5
2017-05-30;09:00:00+00;21.7;921.4;1.9;357.9
2017-05-30;10:00:00+00;23.2;921;2;52.6
2017-05-30;11:00:00+00;24.3;920.6;2.1;76.1
2017-05-30;12:00:00+00;24.9;920.2;2.4;91.5
2017-05-30;13:00:00+00;25.4;919.8;2.4;83.3
2017-05-30;14:00:00+00;25.6;919.2;3;94
2017-05-30;15:00:00+00;25.4;919;2.4;78.5
2017-05-30;16:00:00+00;23.7;919.9;2.1;44.2
2017-05-30;17:00:00+00;21.9;922.1;2.6;88.6
2017-05-30;18:00:00+00;18.9;924.4;2.3;137
2017-05-30;19:00:00+00;15.5;927;2.3;152.6
2017-05-30;20:00:00+00;14.5;927.4;1.3;241
2017-05-30;21:00:00+00;16.2;926.1;1.8;272.2
2017-05-30;22:00:00+00;16.5;926.2;2.3;326.1
2017-05-30;23:00:00+00;15.4;927.8;1.6;357.7
2017-05-31;00:00:00+00;14.5;928.2;2.2;329.2
2017-05-31;01:00:00+00;14.5;927.7;3;316.3
2017-05-31;02:00:00+00;14;927.4;3.3;321.5
2017-05-31;03:00:00+00;14.1;927.4;3.7;309
2017-05-31;04:00:00+00;14.6;927.6;2.7;306.8
2017-05-31;05:00:00+00;15.4;928;1.6;340.6
2017-05-31;06:00:00+00;15.1;928.1;1.6;101.3
2017-05-31;07:00:00+00;15.5;927.8;2.1;108.4
2017-05-31;08:00:00+00;15.7;927.8;2.3;110.8
2017-05-31;09:00:00+00;16.5;927.8;2;99.3
2017-05-31;10:00:00+00;16.9;927.7;2.2;108.3
2017-05-31;11:00:00+00;16.7;927.5;1.9;119.7
2017-05-31;12:00:00+00;15.7;928.6;1;95.3
2017-05-31;13:00:00+00;18.4;927.3;2;102.4
2017-05-31;14:00:00+00;18.3;925.9;2.4;107.4
2017-05-31;15:00:00+00;17.8;926.5;2.4;119.9
2017-05-31;16:00:00+00;17.4;926.4;2.8;119.8
2017-05-31;17:00:00+00;16.9;927.2;2.2;120
2017-05-31;18:00:00+00;16.4;927.7;1.5;115.3
2017-05-31;19:00:00+00;15.5;928.4;1.9;114.7
2017-05-31;20:00:00+00;14.4;930.1;1;103.9
2017-05-31;21:00:00+00;13.9;931;0.6;178.4
2017-05-31;22:00:00+00;13.8;931.4;0.4;78.3
2017-05-31;23:00:00+00;13.3;931.4;0.5;146.3
